Peak Performance (Mega Loops Per Second),Average Performance (Mega Loops Per Second)
1803.031855,1801.559212
Index,Sum
29592,8.755000
29593,48.101002
29594,59.215603
29595,-40.829601
29596,44.049603
29597,-39.945602
29598,0.700800
29599,0.396000
29600,0.330000
29601,0.344000
29602,3.164800
29603,2.787600
29604,5.635800
29605,16.237799
29606,-85.204796
29607,-51.825600
29608,-9.027000
29609,-0.765000
29610,-1.377000
29611,20.226601
29612,48.186901
29613,18.953999
29614,-2.132000
29615,3.780200
29616,32.039501
29617,-36.626499
29618,-35.572498
29619,-20.520000
29620,-6.536000
29621,-3.655000
29622,0.799000
29623,5.334500
29624,55.047501
29625,-34.289501
29626,-75.931801
29627,-10.203000
29628,0.380000
29629,-2.512000
29630,15.825601
29631,14.943600
29632,-45.423798
29633,-50.402798
29634,41.190800
29635,-38.686802
29636,32.135998
29637,-49.243999
29638,66.195297
29639,-38.794498
29640,-7.437000
29641,8.442000
29642,-22.302000
29643,20.673601
29644,-25.754400
29645,49.083298
29646,50.530201
29647,24.924599
29648,-30.140097
29649,2.909700
29650,-0.053000
29651,-0.427000
29652,24.082800
29653,-50.759998
29654,100.260002
29655,23.728203
29656,-5.112000
29657,19.032000
29658,44.407997
29659,-24.136000
29660,7.758000
29661,18.143999
29662,43.142403
29663,13.653201
29664,18.278700
29665,-0.859500
29666,-1.680000
29667,-32.591999
29668,-3.841200
29669,2.296800
29670,-1.339800
29671,-3.457300
29672,42.969296
29673,-3.253800
29674,2.295000
29675,-25.920000
29676,43.238400
29677,34.342999
29678,16.104000
29679,0.528000
29680,0.167000
29681,1.035400
29682,6.472800
29683,85.921188
29684,-0.576100
29685,0.277900
29686,-8.019400
29687,7.211400
29688,9.389100
29689,-12.045401
29690,17.816200
29691,-35.165600
29692,-73.856804
29693,25.572102
29694,13.959801
29695,-41.210400
29696,68.468399
29697,-62.318096
29698,-26.827900
29699,4.561700
29700,-8.680099
29701,-43.703999
29702,-38.087997
29703,34.966900
29704,55.590099
29705,-22.538799
29706,1.500800
29707,-1.036000
29708,-3.515000
29709,10.127000
29710,39.708500
29711,-32.929001
29712,11.005800
29713,1.145400
29714,-4.236600
29715,-84.271500
29716,-58.743000
29717,-16.114201
29718,7.705700
29719,0.491200
29720,-0.107200
29721,1.078700
29722,-2.334500
29723,12.629500
29724,5.835700
29725,7.309700
29726,23.565601
29727,8.726400
29728,16.644800
29729,-33.372002
29730,21.303001
29731,-19.514601
29732,0.445200
29733,0.240600
29734,29.513601
29735,-5.078400
29736,2.415000
29737,-37.450001
29738,38.412998
29739,34.320400
29740,-12.332400
29741,-5.547000
29742,-33.712002
29743,-7.291200
29744,3.952500
29745,9.520000
29746,17.987200
29747,-35.974400
29748,-16.486401
29749,4.968000
29750,13.257000
29751,-54.795597
29752,16.516800
29753,-1.124800
29754,1.979800
29755,3.073900
29756,-2.501600
29757,-2.204800
29758,-1.534000
29759,15.989000
29760,-1.463400
29761,-1.568700
29762,0.058100
29763,0.062900
29764,-20.819899
29765,38.991798
29766,-25.562601
29767,-9.005501
29768,36.229500
29769,-28.721699
29770,-37.407299
29771,-43.205997
29772,15.200000
29773,6.320000
29774,-11.186400
29775,-51.684002
29776,-2.628000
29777,-2.278800
29778,24.243898
29779,-1.991600
29780,-0.769600
29781,-8.613601
29782,-32.068203
29783,26.062302
29784,-47.536503
29785,-77.787003
29786,55.263596
29787,-64.402802
29788,39.417400
29789,44.180698
29790,83.003098
29791,-72.165901
29792,-29.358599
29793,32.865601
29794,51.364799
29795,-38.210400
29796,-70.125603
29797,68.017998
29798,-9.727000
29799,-3.863400
29800,28.820400
29801,27.900600
29802,16.816799
29803,60.799198
29804,64.056297
29805,5.581400
29806,1.806000
29807,-12.138000
29808,6.878201
29809,5.961901
29810,-7.264501
29811,7.395000
29812,-12.851999
29813,18.849600
29814,-35.305599
29815,-47.105595
29816,-91.316994
29817,64.690498
29818,-46.379200
29819,-50.840000
29820,67.424995
29821,79.256996
29822,55.388798
29823,-36.175999
29824,-41.292999
29825,32.271000
29826,22.506001
29827,-44.334400
29828,-35.174400
29829,-30.220798
29830,-23.137800
29831,24.137400
29832,-21.838600
29833,-19.497801
29834,18.251699
29835,-25.447802
29836,21.462000
29837,-13.586999
29838,-44.642998
29839,61.410000
29840,12.282000
29841,3.560400
29842,-2.631600
29843,1.132200
29844,-10.089900
29845,99.535500
29846,10.840500
29847,3.118500
29848,12.726000
29849,45.813599
29850,-76.091400
29851,8.253300
29852,2.041800
29853,-3.950800
29854,19.777802
29855,50.940304
29856,29.178802
29857,23.752399
29858,-5.838300
29859,6.060600
29860,7.770000
29861,-0.765000
29862,2.917200
29863,-20.019999
29864,-11.480000
29865,2.263200
29866,-3.498300
29867,27.276602
29868,-64.183403
29869,-3.579000
29870,1.794000
29871,-6.518200
29872,12.197100
29873,-24.058500
29874,4.321500
29875,-19.376400
29876,9.640000
29877,7.260000
29878,-40.801201
29879,20.906401
29880,6.919200
29881,-17.614201
29882,-19.792299
29883,7.419499
29884,20.448000
29885,30.412802
29886,-23.337601
29887,40.487202
29888,-16.854401
29889,12.236000
29890,38.769501
29891,11.718300
29892,14.652900
29893,-65.245499
29894,-48.598499
29895,6.190200
29896,4.753800
29897,-14.052899
29898,-26.319698
29899,-37.956600
29900,-18.856802
29901,-13.968000
29902,15.516000
29903,-9.783700
29904,16.775299
29905,-5.025200
29906,-0.299200
29907,1.548800
29908,-32.313602
29909,93.819603
29910,-16.965200
29911,12.250800
29912,51.512402
29913,-35.179199
29914,11.188800
29915,5.439000
29916,19.110001
29917,74.256004
29918,28.179201
29919,18.115200
29920,-55.508396
29921,-54.057198
29922,4.708400
29923,2.891400
29924,19.727400
29925,14.337400
29926,5.745600
29927,-4.752000
29928,9.218000
29929,25.014299
29930,-40.536297
29931,-42.777000
29932,6.174000
29933,-2.440200
29934,-14.815499
29935,-32.843998
29936,-5.961600
29937,8.445601
29938,8.758400
29939,0.044800
29940,0.170400
29941,-20.277601
29942,32.939201
29943,45.533600
29944,-2.303000
29945,-2.390500
29946,-6.010400
29947,-4.400000
29948,-5.900000
29949,0.684400
29950,2.523000
29951,4.219500
29952,8.031600
29953,6.292800
29954,8.192800
29955,-82.790398
29956,-46.310402
29957,-11.215800
29958,-4.036200
29959,-6.379800
29960,-31.164001
29961,34.768002
29962,-22.205599
29963,30.735800
29964,-19.885201
29965,-17.914202
29966,-40.409203
29967,-15.511600
29968,-9.718301
29969,-23.893400
29970,5.828600
29971,-13.665501
29972,62.173500
29973,-41.975700
29974,26.884001
29975,11.924001
29976,-2.249300
29977,5.146000
29978,52.203999
29979,-19.871199
29980,-6.844000
29981,-20.416000
29982,29.216000
29983,-0.622500
29984,0.153000
29985,0.510000
29986,0.120000
29987,1.044000
29988,-24.142500
29989,-19.702501
29990,-1.739500
29991,-3.189900
29992,49.606201
29993,-37.718998
29994,-50.935497
29995,100.327499
29996,94.867493
29997,-54.487995
29998,-63.336002
29999,86.295303
30000,74.087303
30001,34.373402
30002,-8.000400
30003,-23.775202
30004,-30.613203
30005,-3.957600
30006,-5.684800
30007,-22.195799
30008,-9.133200
30009,-10.543600
30010,51.614601
30011,-15.071800
30012,2.506000
30013,5.474000
30014,-3.949100
30015,-9.493999
30016,0.658000
30017,0.128100
30018,2.854800
30019,3.042000
30020,-7.605000
30021,-20.163000
30022,-10.960400
30023,5.363600
30024,-23.402500
30025,9.527500
30026,1.998200
30027,-14.782801
30028,29.794201
30029,27.800100
30030,38.180698
30031,37.267799
30032,-69.538803
30033,-5.210400
30034,-2.386800
30035,19.966499
30036,-20.053499
30037,21.113800
30038,-38.105598
30039,40.518398
30040,30.437500
30041,23.375000
30042,-0.598400
30043,0.116800
30044,0.540200
30045,-7.636800
30046,-4.850400
30047,1.264300
30048,-29.966602
30049,113.293808
30050,-75.258003
30051,-73.038002
30052,102.647995
30053,-45.863998
30054,-29.194199
30055,-54.350201
30056,53.611301
30057,24.748701
30058,4.775400
30059,-1.965600
30060,-7.441200
30061,-4.245300
30062,1.771100
30063,15.880200
30064,30.962400
30065,44.852802
30066,14.334400
30067,-7.960800
30068,-65.227203
30069,-11.785600
30070,-9.628000
30071,41.749004
30072,5.281500
30073,10.006499
30074,62.135597
30075,2.086400
30076,2.480000
30077,-29.527500
30078,20.040600
30079,-14.991000
30080,-5.529000
30081,3.433800
30082,-1.097400
30083,-4.650000
30084,-23.400000
30085,16.223999
30086,-34.891998
30087,-22.478500
30088,28.676001
30089,101.008003
30090,64.900002
30091,-8.195000
30092,-0.029800
30093,-0.104800
30094,26.304798
30095,-58.583401
30096,-81.573296
30097,-11.883000
30098,-8.007000
30099,-26.375999
30100,-15.679999
30101,-4.872000
30102,10.544400
30103,-15.392400
30104,-12.750800
30105,40.210201
30106,-60.155102
30107,-8.411201
30108,-5.969600
30109,-11.406200
30110,9.309000
30111,-16.790998
30112,9.611400
30113,-26.219700
30114,45.068401
30115,-26.450401
30116,0.988800
30117,-0.392000
30118,-11.147501
30119,-45.773003
30120,90.338799
30121,1.436800
30122,-0.204800
30123,6.335999
30124,30.392998
30125,56.549400
30126,-82.797897
30127,88.821198
30128,96.725204
30129,99.172699
30130,10.636499
30131,0.052500
30132,-0.108500
30133,-17.924202
30134,-42.704201
30135,21.920799
30136,-35.446396
30137,60.024796
30138,-72.661598
30139,-92.800400
30140,-8.161300
30141,-0.115700
30142,-0.076700
30143,0.867300
30144,3.689700
30145,-7.279000
30146,-18.850000
30147,-59.214996
30148,-23.139399
30149,-17.932400
30150,13.484600
30151,2.062800
30152,0.572400
30153,2.602300
30154,29.852798
30155,-35.203197
30156,49.909798
30157,30.687199
30158,33.606400
30159,4.625600
30160,1.146600
30161,-19.000799
30162,31.749201
30163,30.067902
30164,33.220802
30165,-27.777601
30166,7.523099
30167,-5.206500
30168,-34.754498
30169,-47.016201
30170,10.474800
30171,4.889400
30172,-25.374298
30173,64.293594
30174,-12.246400
30175,3.749600
30176,-7.215800
30177,-6.255900
30178,-20.997900
30179,-47.661900
30180,14.714700
30181,-36.666698
30182,85.413094
30183,31.480600
30184,2.403400
30185,-0.030500
30186,0.281500
30187,-59.790600
30188,26.443800
30189,26.319300
30190,37.206398
30191,-26.892799
30192,-74.337196
30193,28.022400
30194,1.872000
30195,6.994000
30196,10.652400
30197,-2.682900
30198,-21.138000
30199,15.834001
30200,-15.164100
30201,-50.198399
30202,-5.577600
30203,-8.175500
30204,99.583504
30205,72.589798
30206,-19.673199
30207,-30.660599
30208,-37.934101
30209,11.898900
30210,1.719900
30211,-2.601900
30212,28.567801
30213,59.825600
30214,61.827198
30215,-22.073200
30216,-35.531498
30217,99.971497
30218,-52.163902
30219,14.523700
30220,19.686298
30221,-21.395401
30222,24.876801
30223,70.582405
30224,93.023003
30225,-73.429001
30226,-61.846901
30227,44.935001
30228,37.785000
30229,70.348801
30230,20.480000
30231,0.680000
30232,2.019600
30233,-39.144600
30234,58.057903
30235,71.008606
30236,34.738602
30237,4.999600
30238,3.097200
30239,23.843102
30240,-48.489899
30241,40.344898
30242,-52.975899
30243,31.300699
30244,-14.618699
30245,19.613699
30246,-38.638397
30247,16.072001
30248,23.789501
30249,31.557501
30250,-2.600000
30251,-5.328000
30252,4.395600
30253,-4.224000
30254,40.768002
30255,46.500999
30256,-66.649002
30257,-12.325500
30258,7.344000
30259,-10.499200
30260,12.988899
30261,-16.757700
30262,-20.119200
30263,13.170400
30264,0.978000
30265,-4.572000
30266,29.184599
30267,-9.000500
30268,-19.880999
30269,-67.341599
30270,85.012802
30271,20.719202
30272,-7.313800
30273,-10.631400
30274,-9.503400
30275,-21.938700
30276,27.341999
30277,10.374000
30278,-12.547600
30279,8.432799
30280,2.108200
30281,-5.638800
30282,-24.686399
30283,-3.113600
30284,-4.177600
30285,-38.866600
30286,17.661901
30287,29.730303
30288,66.652000
30289,-7.676000
30290,-10.352500
30291,-4.817500
30292,-4.408600
30293,-15.289400
30294,-6.340700
30295,22.056301
30296,31.071600
30297,37.428398
30298,21.514500
30299,27.058502
30300,-11.081100
30301,8.720400
30302,-39.208004
30303,-15.892000
30304,-11.946401
30305,-8.414800
30306,-13.201200
30307,29.275202
30308,8.645600
30309,3.211800
30310,-5.994300
30311,-32.761299
30312,-71.692497
30313,-32.340000
30314,23.323999
30315,-25.347000
30316,-19.255201
30317,31.052399
30318,-24.800699
30319,-12.346200
30320,-9.918000
30321,-22.794001
30322,-60.915001
30323,-46.654999
30324,8.247400
30325,-6.219800
30326,10.487400
30327,-10.140900
30328,-9.306799
30329,6.360000
30330,-2.730000
30331,-6.124300
30332,-26.516201
30333,31.244200
30334,-15.066999
30335,8.987000
30336,-28.001600
30337,-40.374401
30338,-46.171402
30339,-54.160000
30340,-48.639999
30341,62.502399
30342,-16.448000
30343,-2.800000
30344,-11.130000
30345,-27.793200
30346,2.447200
30347,-3.158400
30348,54.369602
30349,-49.935200
30350,-8.547000
30351,11.979000
30352,-2.323200
30353,-1.350400
30354,-21.775198
30355,-44.479198
30356,49.220200
30357,-18.557501
30358,-22.782501
30359,-11.636600
30360,-2.855200
30361,-2.081200
30362,-9.837300
30363,47.479202
30364,19.856001
30365,19.448000
30366,-50.965199
30367,68.428795
30368,-6.067200
30369,4.518800
30370,19.448000
30371,16.252001
30372,-16.682201
30373,-5.304800
30374,-0.684000
30375,-1.390500
30376,-1.174200
30377,-0.144400
30378,1.455400
30379,39.640499
30380,53.095505
30381,11.439900
30382,-13.335401
30383,22.544600
30384,-34.382401
30385,-38.212799
30386,19.064501
30387,-16.198000
30388,33.606400
30389,-65.607994
30390,28.703501
30391,-32.544403
30392,16.626799
30393,24.286098
30394,125.228806
30395,3.372800
30396,1.032300
30397,-16.749901
30398,-49.998199
30399,33.994801
30400,24.179401
30401,15.271201
30402,-14.860801
30403,-70.176003
30404,84.863998
30405,-53.580799
30406,-53.580799
30407,-31.116798
30408,-7.218200
30409,12.390600
30410,-4.622400
30411,3.513600
30412,-34.989601
30413,55.567501
30414,-45.957500
30415,-38.900799
30416,50.774399
30417,-33.746399
30418,-18.748001
30419,35.174004
30420,-18.977600
30421,3.480000
30422,-7.440000
30423,0.000000
30424,0.000000
30425,6.628600
30426,12.471200
30427,-36.556801
30428,-49.919998
30429,-15.404999
30430,6.446400
30431,-17.761600
30432,-32.911201
30433,-52.113602
30434,26.573799
30435,-2.133100
30436,-2.290800
30437,-9.632400
30438,-33.294601
30439,-8.585999
30440,1.710000
30441,-1.501000
30442,6.944100
30443,67.770897
30444,-62.219700
30445,41.560501
30446,-32.033001
30447,-47.209801
30448,-24.439800
30449,11.527600
30450,25.955000
30451,22.330000
30452,29.321600
30453,89.678406
30454,14.506800
30455,2.664200
30456,-11.279600
30457,-31.491600
30458,-7.389900
30459,7.236900
30460,24.690599
30461,-14.876999
30462,9.091500
30463,4.785000
30464,-3.390000
30465,9.424200
30466,-13.719300
30467,-6.744500
30468,-9.327500
30469,-35.171501
30470,30.069700
30471,-16.454700
30472,17.850599
30473,7.638199
30474,12.018399
30475,47.409599
30476,49.765797
30477,-12.406599
30478,-10.982600
30479,-5.059400
30480,4.624800
30481,52.452000
30482,-12.183000
30483,0.000000
30484,-0.000000
30485,32.999401
30486,-27.092100
30487,-35.510998
30488,31.327999
30489,-6.652800
30490,-15.687000
30491,53.452003
30492,-6.633200
30493,-9.620200
30494,105.728798
30495,11.320000
30496,0.440000
30497,2.226400
30498,12.397000
30499,-8.624001
30500,-38.332802
30501,70.893906
30502,54.944401
30503,43.128399
30504,-35.667801
30505,-11.517000
30506,3.844500
30507,-6.733700
30508,-28.524302
30509,-29.116501
30510,-0.236000
30511,-0.204800
30512,-24.780800
30513,16.262400
30514,10.500000
30515,-5.375000
30516,-4.403200
30517,-37.785599
30518,5.461200
30519,-2.775000
30520,-11.400000
30521,22.739201
30522,-44.281601
30523,-8.761600
30524,11.751201
30525,-72.174599
30526,-41.086800
30527,-2.350400
30528,2.990000
30529,36.397499
30530,17.407499
30531,-6.655000
30532,3.388000
30533,3.150000
30534,-24.817499
30535,-41.803699
30536,9.361300
30537,-28.034502
30538,45.400002
30539,25.000000
30540,-54.187500
30541,29.651402
30542,9.370800
30543,20.467800
30544,-79.032600
30545,33.009598
30546,-2.808000
30547,-3.015000
30548,6.164000
30549,2.796800
30550,16.355200
30551,61.870003
30552,36.455002
30553,-26.881599
30554,17.341600
30555,8.875300
30556,15.341901
30557,16.543800
30558,-22.627800
30559,75.426003
30560,-34.944000
30561,30.598400
30562,21.172998
30563,-30.937998
30564,48.203396
30565,-45.740101
30566,95.552307
30567,-77.087601
30568,34.150799
30569,1.341000
30570,-1.356000
30571,32.815201
30572,-11.035200
30573,-4.058400
30574,-3.738000
30575,-10.500000
30576,-10.125000
30577,-7.479000
30578,43.378201
30579,55.592999
30580,21.796999
30581,5.464600
30582,-7.707400
30583,-47.413498
30584,-26.389500
30585,-8.603700
30586,32.379898
30587,69.204102
30588,-9.079700
30589,8.948800
30590,41.134399
30591,25.873098
30592,-8.324800
30593,-3.308800
30594,-8.817200
30595,49.620201
30596,-73.001999
30597,34.431000
30598,-28.492899
30599,62.867104
30600,0.110100
30601,0.075300
30602,-36.219299
30603,-0.240500
30604,0.232500
30605,-32.689503
30606,-4.780400
30607,3.767200
30608,-31.522600
30609,40.854198
30610,-64.189194
30611,11.621999
30612,-3.666000
30613,-5.640000
30614,-8.640000
30615,-7.300800
30616,-10.799100
30617,-41.215496
30618,38.441998
30619,-3.158800
30620,3.582800
30621,9.666800
30622,6.635200
30623,15.822400
30624,-25.506802
30625,8.153200
30626,1.700400
30627,-2.605200
30628,-13.176299
30629,69.116402
30630,-29.083200
30631,-1.162000
30632,-0.017500
30633,0.081000
30634,-16.524000
30635,-9.792000
30636,-2.438400
30637,-7.848599
30638,23.051399
30639,38.344398
30640,-16.242399
30641,-7.520801
30642,-21.896000
30643,-9.936000
30644,1.533600
30645,7.795799
30646,24.210897
30647,32.942699
30648,-84.037498
30649,51.974998
30650,11.319000
30651,24.818501
30652,-88.637505
30653,-77.087502
30654,17.091402
30655,-9.661201
30656,30.079201
30657,-1.872400
30658,1.314400
30659,-6.232800
30660,-4.806900
30661,-27.239100
30662,42.149799
30663,40.378799
30664,75.889801
30665,-91.676407
30666,28.341602
30667,6.820800
30668,-2.923200
30669,-10.445400
30670,74.195496
30671,-0.358000
30672,-0.127200
30673,-31.100399
30674,-46.748402
30675,-43.784801
30676,30.319599
30677,-19.528999
30678,-41.241001
30679,-5.522100
30680,-6.873000
30681,-9.743999
30682,-2.721600
30683,-8.140500
30684,16.984501
30685,13.080600
30686,-13.777200
30687,-3.738000
30688,3.346000
30689,-40.199802
30690,46.170898
30691,-42.163197
30692,-44.313599
30693,23.310801
30694,-14.786400
30695,-40.516201
30696,22.361399
30697,20.482801
30698,21.294001
30699,1.848000
30700,7.999200
30701,72.720001
30702,33.919998
30703,15.221599
30704,-12.134200
30705,-27.716000
30706,-23.369999
30707,-2.850000
30708,8.140000
30709,50.956406
30710,22.348200
30711,19.063801
30712,-28.889400
30713,-55.290199
30714,-11.139801
30715,-6.976000
30716,15.424001
30717,24.100000
30718,-45.900002
30719,-25.933502
30720,33.109001
30721,-7.676600
30722,6.143900
30723,-33.767998
30724,-44.424000
30725,25.975700
30726,-15.198100
30727,-15.342500
30728,-4.037500
30729,2.042500
30730,21.844000
30731,113.283997
30732,-77.269493
30733,21.275099
30734,-33.923500
30735,112.267998
30736,-28.448000
30737,-17.976000
30738,-3.466800
30739,-2.619000
30740,27.838999
30741,-30.881199
30742,22.219400
30743,-32.792202
30744,40.335201
30745,29.972000
30746,44.781002
30747,-37.646400
30748,6.547200
30749,-12.249600
30750,71.919998
30751,-47.972500
30752,34.787800
30753,29.167799
30754,-18.580200
30755,35.227200
30756,61.007999
30757,-51.397999
30758,-34.486397
30759,-1.788800
30760,-0.202100
30761,-0.742600
30762,4.092200
30763,0.077700
30764,0.110400
30765,20.350401
30766,-36.332104
30767,34.229702
30768,55.121799
30769,45.494003
30770,-16.641001
30771,-0.154800
30772,-0.119200
30773,-8.880400
30774,-9.565800
30775,-0.738300
30776,2.304600
30777,-64.128006
30778,-1.664000
30779,2.535000
30780,24.570000
30781,17.337601
30782,-47.678398
30783,-33.887699
30784,41.271595
30785,-65.241196
30786,0.386500
30787,0.239500
30788,2.634500
30789,4.818000
30790,-56.852398
30791,-55.554401
30792,-52.044804
30793,13.923200
30794,-20.060400
30795,86.461205
30796,67.017296
30797,-53.029900
30798,-22.336599
30799,-15.301000
30800,0.053500
30801,-0.070300
30802,53.920101
30803,22.396400
30804,17.140400
30805,-36.804897
30806,-60.317398
30807,-63.588200
30808,-63.588200
30809,75.324600
30810,1.487700
30811,2.139400
30812,-41.999802
30813,20.365801
30814,-37.728600
30815,62.742798
30816,-60.654396
30817,-16.432800
30818,-12.103200
30819,-53.234398
30820,-11.144599
30821,4.779200
30822,-46.771198
30823,90.820801
30824,54.240200
30825,-46.895798
30826,-79.691696
30827,50.740799
30828,55.948799
30829,58.994400
30830,2.353500
30831,1.008000
30832,1.792000
30833,4.864000
30834,-22.191999
30835,-11.461000
30836,1.695600
30837,5.540401
30838,93.263405
30839,-15.089400
30840,-4.482000
30841,25.650000
30842,7.410000
30843,-0.226200
30844,0.620600
30845,-5.157401
30846,1.325500
30847,3.388000
30848,14.968800
30849,-16.718401
30850,-77.056000
30851,-81.760002
30852,58.692001
30853,-66.088799
30854,-28.112402
30855,25.479000
30856,-74.872498
30857,15.577499
30858,-0.868000
30859,-1.377600
30860,6.863400
30861,-6.947100
30862,0.024900
30863,-0.011100
30864,9.845700
30865,18.449598
30866,10.670400
30867,54.172802
30868,-48.892803
30869,35.882500
30870,13.795000
30871,16.073399
30872,-81.902092
30873,-59.408501
30874,3.013000
30875,0.745200
30876,10.513800
30877,31.346699
30878,-35.114098
30879,-32.496899
30880,-6.839099
30881,-8.262000
30882,-50.112000
30883,55.401596
30884,-38.387096
30885,9.130599
30886,6.617199
30887,-5.498800
30888,-9.994600
30889,55.478504
30890,-0.589500
30891,-0.827100
30892,16.541998
30893,12.294000
30894,-44.941399
30895,40.006397
30896,-45.599998
30897,33.224998
30898,-2.303600
30899,3.328000
30900,-63.488003
30901,33.430401
30902,-16.647800
30903,-5.434000
30904,0.209000
30905,1.331900
30906,-40.377602
30907,7.200000
30908,7.100000
30909,14.256800
30910,-5.647500
30911,5.490000
30912,-10.931200
30913,-31.584002
30914,-9.306001
30915,-3.405600
30916,28.328398
30917,121.877998
30918,3.774000
30919,-2.720000
30920,55.680000
30921,46.144802
30922,45.349201
30923,-72.846001
30924,-57.297001
30925,39.005001
30926,-27.332500
30927,-10.819900
30928,-26.346600
30929,19.553402
30930,0.468600
30931,-0.589600
30932,-13.132001
30933,44.001999
30934,-69.684799
30935,2.948800
30936,-1.295800
30937,27.280001
30938,6.160000
30939,5.520900
30940,-52.269299
30941,33.096600
30942,-31.598400
30943,-20.740801
30944,-13.648400
30945,-20.610001
30946,-46.935001
30947,-40.781303
30948,-24.906700
30949,53.062099
30950,58.060097
30951,27.392099
30952,-11.318400
30953,-29.376001
30954,-44.268002
30955,32.159401
30956,14.820000
30957,9.180000
30958,-24.235201
30959,-36.379200
30960,-50.228100
30961,72.827095
30962,101.198700
30963,-9.420900
30964,-8.928000
30965,71.424004
30966,38.911201
30967,-16.212999
30968,-29.357000
30969,-35.323101
30970,-40.582401
30971,-75.180801
30972,3.869600
30973,-5.247200
30974,-31.483198
30975,-28.022400
30976,-63.801003
30977,-40.774502
30978,-28.728699
30979,-45.814999
30980,69.699997
30981,-69.125999
30982,66.344101
30983,-19.438900
30984,12.918100
30985,-2.981100
30986,3.465600
30987,19.152000
30988,-16.884001
30989,5.788800
30990,3.650400
30991,-8.078200
30992,-10.109700
30993,-7.487100
30994,11.398800
30995,-54.804401
30996,-40.082100
30997,33.488102
30998,19.268101
30999,9.430800
31000,4.941600
31001,14.384600
31002,-67.972298
31003,-40.327103
31004,-21.575901
31005,4.236200
31006,-9.085999
31007,-59.751999
31008,-24.676802
31009,-7.441200
31010,-20.709000
31011,-45.577503
31012,17.252501
31013,-31.724501
31014,50.664501
31015,-36.540501
31016,-46.990398
31017,36.807999
31018,-29.959999
31019,-19.656000
31020,-4.668300
31021,9.602600
31022,-39.060196
31023,13.579100
31024,16.465599
31025,-53.529598
31026,48.062397
31027,37.401497
31028,27.114500
31029,-40.778500
31030,-24.925499
31031,-18.191698
31032,-12.685400
31033,-4.149600
31034,-2.918400
31035,-2.278400
31036,-9.113600
31037,18.483198
31038,20.865801
31039,-15.028000
31040,-17.367998
31041,20.373999
31042,-28.547998
31043,-17.690399
31044,-20.279699
31045,-59.014999
31046,21.230000
31047,25.514601
31048,46.203899
31049,-0.908700
31050,0.158600
31051,6.283000
31052,-4.274500
31053,1.303100
31054,8.949000
31055,-57.798000
31056,14.804400
31057,12.848001
31058,65.208000
31059,-24.971699
31060,-37.541801
31061,53.026405
31062,-25.561201
31063,-49.135498
31064,-1.830000
31065,-0.276000
31066,3.588000
31067,-10.035999
31068,-24.626801
31069,5.805800
31070,1.374100
31071,16.564701
31072,-2.303700
31073,-1.356600
31074,44.121799
31075,-28.071301
31076,-29.386501
31077,-43.686501
31078,-9.592701
31079,-1.287400
31080,1.918800
31081,19.515600
31082,-77.228401
31083,-41.670002
31084,35.774998
31085,7.791000
31086,-7.281400
31087,-6.389800
31088,-6.682200
31089,-60.606003
31090,63.336002
31091,-5.765200
31092,6.872800
31093,84.312805
31094,12.281099
31095,-4.695300
31096,11.888100
31097,0.606900
31098,1.140700
31099,-14.493601
31100,-16.308001
31101,-8.908999
31102,-0.790600
31103,2.083700
31104,13.715099
31105,37.661400
31106,64.135399
31107,44.008602
31108,56.724804
31109,-89.249603
31110,-53.107204
31111,-16.819201
31112,-9.840400
31113,6.942200
31114,15.429399
31115,50.407700
31116,-30.352303
31117,40.454704
31118,1.524900
31119,-0.911200
31120,-21.976000
31121,-29.315001
31122,-30.530500
31123,-11.230101
31124,-3.497900
31125,11.438001
31126,-35.604000
31127,-30.760199
31128,-78.535095
31129,-12.578300
31130,-11.519201
31131,-39.591202
31132,23.803802
31133,-16.761600
31134,33.033604
31135,104.147598
31136,-43.130001
31137,38.665001
31138,-93.691406
31139,118.207710
31140,45.393402
31141,30.542200
31142,16.376699
31143,-18.414900
31144,-26.573400
31145,-26.847000
31146,-33.283997
31147,-33.792797
31148,-43.834999
31149,36.189999
31150,9.277800
31151,10.758300
31152,2.899400
31153,2.986800
31154,63.430199
31155,91.836601
31156,-74.083801
31157,13.280400
31158,13.321200
31159,-67.846703
31160,99.432297
31161,6.986100
31162,-2.496600
31163,-12.517200
31164,39.198601
31165,13.601700
31166,-0.076200
31167,-0.379800
31168,-8.165700
31169,3.508800
31170,18.958399
31171,-73.533501
31172,-85.560501
31173,63.420200
31174,39.334602
31175,33.550102
31176,-41.020500
31177,0.861000
31178,0.918400
31179,8.790401
31180,14.123600
31181,-73.463799
31182,-12.476299
31183,4.421300
31184,17.462900
31185,-5.585300
31186,-6.715000
31187,-48.789997
31188,-29.159199
31189,20.980400
31190,36.467899
31191,-5.827800
31192,0.158400
31193,-0.712800
31194,25.393501
31195,-20.691002
31196,-12.584000
31197,-26.311998
31198,-31.017799
31199,32.366402
31200,-43.296001
31201,-79.457993
31202,-86.628593
31203,80.370598
31204,17.890100
31205,9.213700
31206,-6.806100
31207,-2.013900
31208,-8.795400
31209,-8.217600
31210,11.148800
31211,-59.576401
31212,-38.577599
31213,-39.480000
31214,-23.519999
31215,13.608000
31216,-35.032501
31217,14.877999
31218,-14.310400
31219,72.966400
31220,43.674603
31221,28.137001
31222,-21.187500
31223,-25.012501
31224,55.894600
31225,51.453201
31226,12.157200
31227,-10.830600
31228,-16.136499
